,Alg,Run,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,f1,f2,f3,Nvars
0,NSGAII,1,26,12,21,21,7,5,23,26,0.262936859908469,0.09615745647139677,0.12146739887748766,0.018877396942209877,0.02962741411006328,0.16326599344024514,0.2040513700434941,0.10361611020663412,-1.045022520442411,0.27525529733793874,0.7710372760344061,16.0
0,NSGAII,1,26,12,5,21,7,15,21,23,0.3239621767552491,0.11178527649029078,0.14612461367766708,0.0005239111864673434,0.018096807596911645,0.199896796092002,0.1758085946301713,0.023801823571240638,-1.0206107559724085,0.24713154776928914,0.6924701722317333,16.0
0,NSGAII,1,26,11,5,12,0,5,12,23,0.1355553800462335,0.09441366308772818,0.2782138122370995,0.0007927583452133791,0.032940644103623046,0.16119671149744505,0.19285268834790065,0.10403434233475654,-1.0944204275591458,0.8189965415729235,-0.10304929124772111,16.0
0,NSGAII,1,26,21,21,21,7,15,21,26,0.17303506354227133,0.11117857310674689,0.15515692432319178,0.1477228192201233,0.03167780567559966,0.18833261698368478,0.16819457185141892,0.024701625296963275,-1.0006658295944033,0.2985631593426762,0.25180550255135903,16.0
0,NSGAII,1,25,10,22,21,7,12,13,19,0.15993193700853697,0.10949569438054818,0.09911657284414394,0.13187712177812336,0.029813901162369892,0.16719570680484494,0.22126047435185356,0.08130859166957914,-1.0398939912209957,1.0943009268850474,-0.5605554137754312,16.0
0,NSGAII,1,25,12,5,12,7,11,12,19,0.1583663112519883,0.042025527851488595,0.10742852871686139,0.1446312130733486,0.01939207957474146,0.183489047368785,0.22421375345974628,0.1204535387030404,-1.0619353652138552,1.3215865802333226,-0.5442954993059148,16.0
0,NSGAII,1,23,12,21,12,7,5,23,26,0.12996006005381536,0.08452109182184551,0.23447571367579326,0.12542209159807807,0.023934837938113948,0.1423381574278825,0.18610200304275393,0.07324604444171734,-1.0691472093305938,0.586449927319185,-0.2896692116663409,16.0
0,NSGAII,1,23,12,5,12,7,5,21,23,0.1608207179598178,0.11286499940367418,0.31507265755735236,0.0009405157228165299,0.018318517756022928,0.19121388616903812,0.1720103416346356,0.02875836379664234,-1.0775018702965078,0.8940119920014908,-0.4539990655564767,16.0
0,NSGAII,1,26,21,21,21,7,15,21,26,0.13593961450580244,0.09005327007753094,0.24935340505267092,0.13433745509149003,0.025658631067600954,0.15256776836957942,0.19013903211145358,0.0219508237238717,-1.0048282013625507,0.3320704394792171,0.08313426130749574,16.0
0,NSGAII,1,26,12,21,21,7,15,21,23,0.2003772639623901,0.12246681267442541,0.15217307514956793,0.0042914641496432804,0.039670305417422606,0.20871744580024315,0.26163243914061457,0.01067119370569303,-1.0088878923877924,0.30443696204961673,0.2326939527004975,16.0
