,Alg,Run,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,f1,f2,f3,Nvars
0,NSGAII,1,17,26,30,27,20,19,19,7,0.15234441831105325,0.0727539483841486,0.0886728261474243,0.13512589948618206,0.1441668981813687,0.11946624121024649,0.14652488864873084,0.14094487963084576,-1.2495423929826162,0.05686974293052127,0.24768565216555866,16.0
0,NSGAII,1,12,25,30,27,17,19,19,3,0.13233235328547358,0.19381870059641323,0.075391811790505,0.1380712936831439,0.12496218141479662,0.1257183304484183,0.06514129227413502,0.14456403650711436,-1.354152142386677,0.09644049191828308,-0.033902837109993034,16.0
0,NSGAII,1,16,25,29,27,20,19,19,2,0.15890636943992947,0.1837110679226096,0.07390130217462447,0.13615534156094175,0.12426883268785219,0.12697275904229155,0.06652368803812538,0.1295606391336255,-1.184482670392247,0.22017124602509763,-0.7496309598159824,16.0
0,NSGAII,1,5,27,29,24,21,19,20,16,0.12973090896832049,0.1554509011424007,0.09059896833823512,0.14198481120048587,0.1199060446948943,0.09940668901251924,0.11273015419457784,0.1501915224485664,-1.0988460713099828,0.2007568136669644,-0.7664148332091224,16.0
0,NSGAII,1,4,27,29,24,21,19,20,16,0.11093773033884899,0.1646342011628908,0.09595112456044154,0.11753204218871008,0.12698952362368363,0.1055015391032894,0.11938971563627442,0.159064123385861,-1.1154773182859412,0.20677051753104803,-0.7693275989962777,16.0
0,NSGAII,1,17,25,30,27,20,19,19,7,0.13062191170854226,0.181066484419763,0.09846603094844288,0.13472492658473623,0.12446143862872604,0.12514494285423466,0.06358207252967263,0.1419321923258823,-1.2925169378705403,0.061080850909598694,0.38142329071884606,16.0
0,NSGAII,1,5,27,29,27,17,19,20,7,0.12167474432655163,0.17347438391704673,0.09650657042793846,0.12536379457058971,0.13507112217882714,0.1138229489927007,0.06355011218985088,0.17053632339649483,-1.134573508195071,0.14019148170271378,-0.7321326584370587,16.0
0,NSGAII,1,17,25,30,27,20,19,19,16,0.13817247282825856,0.16611150407024836,0.050287707752374684,0.15298423406714637,0.13587281588217354,0.10976006932367001,0.11996204491675262,0.1268491511593758,-1.2940723761711193,0.11674378272528241,-0.39393175402780445,16.0
0,NSGAII,1,5,27,29,24,17,19,20,7,0.12168196711001429,0.17348468159976047,0.09651229919330208,0.12531187493882573,0.13507914019006648,0.1138297056825808,0.06355388461363459,0.17054644667181568,-1.108376476641141,0.1479539821546054,-0.7420620783154772,16.0
0,NSGAII,1,4,25,29,27,21,19,19,16,0.15768288428815866,0.18946132364071425,0.05123215127572016,0.13896543731393762,0.14135755414153006,0.1267915464350097,0.05569889257001641,0.138810210334913,-1.165624295703464,0.18917502974440548,-0.7496606016167389,16.0
0,NSGAII,1,18,25,30,27,17,19,19,16,0.13038340971565135,0.18846085289577788,0.02127696883685129,0.13554088954782095,0.15447456061172346,0.12207411597667635,0.06404873963767045,0.18374046277782838,-1.2324224441752962,0.14085630430270402,-0.6201755440526764,16.0
0,NSGAII,1,17,25,30,27,20,19,20,7,0.14425275718150168,0.1670324110035762,0.09083414086254832,0.15956398312837797,0.13406035015079237,0.11544522773959616,0.0579086459433062,0.1309024839903012,-1.287530017390748,0.0627772682833877,0.2857815431232768,16.0
0,NSGAII,1,17,25,30,27,21,19,19,7,0.14558563007264624,0.06952620603501669,0.09324532099472536,0.12913101401366905,0.13777090713293816,0.11775920665937327,0.13540158813080647,0.1715801269608248,-1.2601312075116244,0.05871804920811541,0.3449348960039758,16.0
